system   D            wsystem.c:583  maybe_parent_dir                 [   0.00119] Also searching D:\saper\
display  D   display_settings.c:191  debug_display_settings           [   6.18026] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   6.18030] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   6.18033] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   6.18037] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   6.18039] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   6.18043] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   6.18046] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   6.18050] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   6.18053] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   6.18057] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   6.18060] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   6.18064] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   6.18067] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   6.18070] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   6.18073] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   6.18077] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   6.18079] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   6.18083] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   6.18086] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   6.18090] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1645 d3d_create_display_internals     [   6.18095] Trying format 0.
d3d      I         d3d_disp.cpp:1326 d3d_display_thread_proc          [   6.18159] Chose a display format: 23
d3d      I         d3d_disp.cpp:1395 d3d_display_thread_proc          [   6.18168] Normal window.
d3d      I         d3d_disp.cpp:801  d3d_create_device                [   6.19883] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:866  d3d_create_device                [   6.21502] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:874  d3d_create_device                [   6.21510] Success
d3d      D         d3d_disp.cpp:1668 d3d_create_display_internals     [   6.21517] Resumed after wait.
d3d      I         d3d_disp.cpp:1701 d3d_create_display_internals     [   6.21529] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1724 d3d_create_display_internals     [   6.21536] Returning d3d_display: 00644EB0
d3d      D         d3d_disp.cpp:1749 d3d_create_display_locked        [   6.21541] al_display=00644EB0
d3d      D         d3d_disp.cpp:1750 d3d_create_display_locked        [   6.21546] al_display->vt=0069BAF8
font     W               font.c:286  al_init_font_addon               [   6.22154] Font addon already initialised.
font     W                ttf.c:854  al_init_ttf_addon                [   6.22165] TTF addon already initialised.
dtor     D               dtor.c:184  _al_register_destructor          [   6.22331] added dtor for object 005F9E50, func 0F1E24D2
dtor     D               dtor.c:184  _al_register_destructor          [   6.22343] added dtor for object 07070098, func 0F1E27A7
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   6.91483] Font arial.ttf loaded with pixel size 0 x 12.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   6.91491]     ascent=11.0, descent=-3.0, height=14.0
dtor     D               dtor.c:184  _al_register_destructor          [   6.91500] added dtor for object 006587C8, func 0F1E1B3B
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.91705] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.91711] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.91716] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.91720] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.91724] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.91728] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.91732] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.91736] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   6.91740] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   6.91744] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   6.91749] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   6.91753] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   6.91758] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [   6.91877] Glyph 20: 5x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.91996] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.92004] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   6.92195] Glyph 21: 7x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.92795] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.92811] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   6.93190] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   6.93201] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   7.72336] Font arial.ttf loaded with pixel size 0 x 12.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   7.72342]     ascent=11.0, descent=-3.0, height=14.0
dtor     D               dtor.c:184  _al_register_destructor          [   7.72347] added dtor for object 0061D618, func 0F1E1B3B
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   7.72479] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   7.72486] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   7.72492] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   7.72496] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   7.72501] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   7.72505] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   7.72509] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   7.72513] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   7.72521] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   7.72526] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   7.72530] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   7.72535] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   7.72539] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [   7.72630] Glyph 20: 5x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   7.72696] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   7.72702] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   7.72853] Glyph 21: 7x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   7.72897] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   7.72902] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   7.73242] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   7.73253] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   8.16929] Font arial.ttf loaded with pixel size 0 x 12.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   8.16935]     ascent=11.0, descent=-3.0, height=14.0
dtor     D               dtor.c:184  _al_register_destructor          [   8.16943] added dtor for object 00658CD0, func 0F1E1B3B
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   8.17048] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   8.17052] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   8.17055] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   8.17058] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   8.17060] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   8.17063] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   8.17066] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   8.17068] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   8.17071] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   8.17074] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   8.17076] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   8.17079] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   8.17082] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [   8.17162] Glyph 20: 5x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   8.17224] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   8.17228] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   8.17392] Glyph 21: 7x11 (8x12)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   8.17467] _al_d3d_sync_bitmap (system) ref count == 1
